"flight_id";"flight_number";"departure_city";"arrival_city";"departure_time";"arrival_time";"price";"departure_airport";"arrival_airport";"airline_company";"checkin_start_time";"checkin_end_time";"status"
11143;"CA4754";"南京";"青岛";"2025-12-01 09:05:00";"2025-12-01 10:15:00";550.0;"禄口国际机场";"青岛胶东国际机场";"中国国航";"2025-12-01 06:55:00";"2025-12-01 08:55:00";"on Time"
11145;"MU2882";"上海";"南京";"2025-12-01 11:15:00";"2025-12-01 12:10:00";230.0;"浦东国际机场";"禄口国际机场";"东方航空";"2025-12-01 09:05:00";"2025-12-01 11:05:00";"on Time"
11147;"MU6375";"上海";"杭州";"2025-12-01 14:20:00";"2025-12-01 15:10:00";230.0;"浦东国际机场";"萧山国际机场";"东方航空";"2025-12-01 12:10:00";"2025-12-01 14:10:00";"on Time"
11153;"MF7587";"广州";"合肥";"2025-12-01 22:15:00";"2025-12-02 00:30:00";850.0;"白云国际机场";"新桥国际机场";"厦门航空";"2025-12-01 20:05:00";"2025-12-01 22:05:00";"on Time"
11155;"PN6259";"重庆";"南京";"2025-12-01 22:20:00";"2025-12-02 00:20:00";236.0;"江北国际机场";"禄口国际机场";"海航｜西部航空";"2025-12-01 20:10:00";"2025-12-01 22:10:00";"on Time"
11156;"MU4362";"广州";"杭州";"2025-12-01 22:20:00";"2025-12-02 00:35:00";550.0;"白云国际机场";"萧山国际机场";"东方航空";"2025-12-01 20:10:00";"2025-12-01 22:10:00";"on Time"
11157;"TV2500";"广州";"杭州";"2025-12-01 22:20:00";"2025-12-02 00:35:00";850.0;"白云国际机场";"萧山国际机场";"西藏航空";"2025-12-01 20:10:00";"2025-12-01 22:10:00";"on Time"
11158;"3U4840";"广州";"杭州";"2025-12-01 22:20:00";"2025-12-02 00:35:00";750.0;"白云国际机场";"萧山国际机场";"四川航空";"2025-12-01 20:10:00";"2025-12-01 22:10:00";"on Time"
11159;"EU7700";"广州";"杭州";"2025-12-01 22:20:00";"2025-12-02 00:35:00";650.0;"白云国际机场";"萧山国际机场";"成都航空";"2025-12-01 20:10:00";"2025-12-01 22:10:00";"on Time"
11160;"G56404";"广州";"杭州";"2025-12-01 22:20:00";"2025-12-02 00:35:00";900.0;"白云国际机场";"萧山国际机场";"华夏航空";"2025-12-01 20:10:00";"2025-12-01 22:10:00";"on Time"
11161;"MF5899";"广州";"杭州";"2025-12-01 22:20:00";"2025-12-02 00:35:00";500.0;"白云国际机场";"萧山国际机场";"厦门航空";"2025-12-01 20:10:00";"2025-12-01 22:10:00";"on Time"
11162;"HU4151";"重庆";"合肥";"2025-12-01 22:25:00";"2025-12-02 00:15:00";500.0;"江北国际机场";"新桥国际机场";"海航｜海南航空";"2025-12-01 20:15:00";"2025-12-01 22:15:00";"on Time"
11163;"MF3272";"上海";"武汉";"2025-12-01 22:25:00";"2025-12-02 00:30:00";600.0;"浦东国际机场";"天河国际机场";"厦门航空";"2025-12-01 20:15:00";"2025-12-01 22:15:00";"on Time"
11164;"MF3217";"青岛";"西安";"2025-12-01 22:25:00";"2025-12-02 00:40:00";550.0;"青岛胶东国际机场";"咸阳国际机场";"厦门航空";"2025-12-01 20:15:00";"2025-12-01 22:15:00";"on Time"
11165;"GJ3229";"青岛";"西安";"2025-12-01 22:25:00";"2025-12-02 00:40:00";500.0;"青岛胶东国际机场";"咸阳国际机场";"长龙航空";"2025-12-01 20:15:00";"2025-12-01 22:15:00";"on Time"
11166;"MF3941";"杭州";"西安";"2025-12-01 22:25:00";"2025-12-02 00:40:00";800.0;"萧山国际机场";"咸阳国际机场";"厦门航空";"2025-12-01 20:15:00";"2025-12-01 22:15:00";"on Time"
11167;"G58510";"重庆";"上海";"2025-12-01 22:25:00";"2025-12-02 00:45:00";600.0;"江北国际机场";"虹桥国际机场";"华夏航空";"2025-12-01 20:15:00";"2025-12-01 22:15:00";"on Time"
11168;"3U5268";"重庆";"上海";"2025-12-01 22:25:00";"2025-12-02 00:45:00";650.0;"江北国际机场";"虹桥国际机场";"四川航空";"2025-12-01 20:15:00";"2025-12-01 22:15:00";"on Time"
11169;"HO5654";"重庆";"上海";"2025-12-01 22:25:00";"2025-12-02 00:45:00";850.0;"江北国际机场";"虹桥国际机场";"吉祥航空";"2025-12-01 20:15:00";"2025-12-01 22:15:00";"on Time"
11170;"MF3780";"重庆";"上海";"2025-12-01 22:25:00";"2025-12-02 00:45:00";650.0;"江北国际机场";"虹桥国际机场";"厦门航空";"2025-12-01 20:15:00";"2025-12-01 22:15:00";"on Time"
11171;"3U4781";"广州";"郑州";"2025-12-01 22:25:00";"2025-12-02 00:50:00";750.0;"白云国际机场";"新郑国际机场";"四川航空";"2025-12-01 20:15:00";"2025-12-01 22:15:00";"on Time"
11172;"CZ7107";"广州";"郑州";"2025-12-01 22:25:00";"2025-12-02 00:50:00";500.0;"白云国际机场";"新郑国际机场";"南方航空";"2025-12-01 20:15:00";"2025-12-01 22:15:00";"on Time"
11174;"EU7631";"广州";"郑州";"2025-12-01 22:25:00";"2025-12-02 00:50:00";650.0;"白云国际机场";"新郑国际机场";"成都航空";"2025-12-01 20:15:00";"2025-12-01 22:15:00";"on Time"
11175;"G56355";"广州";"郑州";"2025-12-01 22:25:00";"2025-12-02 00:50:00";600.0;"白云国际机场";"新郑国际机场";"华夏航空";"2025-12-01 20:15:00";"2025-12-01 22:15:00";"on Time"
11176;"HU2583";"广州";"郑州";"2025-12-01 22:25:00";"2025-12-02 00:50:00";650.0;"白云国际机场";"新郑国际机场";"海航｜海南航空";"2025-12-01 20:15:00";"2025-12-01 22:15:00";"on Time"
11177;"MF5830";"广州";"郑州";"2025-12-01 22:25:00";"2025-12-02 00:50:00";600.0;"白云国际机场";"新郑国际机场";"厦门航空";"2025-12-01 20:15:00";"2025-12-01 22:15:00";"on Time"
11178;"TV2431";"广州";"郑州";"2025-12-01 22:25:00";"2025-12-02 00:50:00";650.0;"白云国际机场";"新郑国际机场";"西藏航空";"2025-12-01 20:15:00";"2025-12-01 22:15:00";"on Time"
11179;"HU7614";"上海";"北京";"2025-12-01 22:25:00";"2025-12-02 00:55:00";380.0;"浦东国际机场";"首都国际机场";"海航｜海南航空";"2025-12-01 20:15:00";"2025-12-01 22:15:00";"on Time"
11180;"CZ4032";"深圳";"福州";"2025-12-01 22:30:00";"2025-12-02 00:00:00";750.0;"宝安国际机场";"长乐国际机场";"南方航空";"2025-12-01 20:20:00";"2025-12-01 22:20:00";"on Time"
11181;"3U2233";"深圳";"福州";"2025-12-01 22:30:00";"2025-12-02 00:00:00";500.0;"宝安国际机场";"长乐国际机场";"四川航空";"2025-12-01 20:20:00";"2025-12-01 22:20:00";"on Time"
11182;"MU4886";"深圳";"福州";"2025-12-01 22:30:00";"2025-12-02 00:00:00";700.0;"宝安国际机场";"长乐国际机场";"东方航空";"2025-12-01 20:20:00";"2025-12-01 22:20:00";"on Time"
11183;"GJ3795";"深圳";"福州";"2025-12-01 22:30:00";"2025-12-02 00:00:00";600.0;"宝安国际机场";"长乐国际机场";"长龙航空";"2025-12-01 20:20:00";"2025-12-01 22:20:00";"on Time"
11184;"G59023";"深圳";"福州";"2025-12-01 22:30:00";"2025-12-02 00:00:00";750.0;"宝安国际机场";"长乐国际机场";"华夏航空";"2025-12-01 20:20:00";"2025-12-01 22:20:00";"on Time"
11185;"KN6391";"西安";"北京";"2025-12-01 22:30:00";"2025-12-02 00:30:00";700.0;"咸阳国际机场";"大兴国际机场";"中国联合航空";"2025-12-01 20:20:00";"2025-12-01 22:20:00";"on Time"
11186;"MF3018";"西安";"北京";"2025-12-01 22:30:00";"2025-12-02 00:30:00";950.0;"咸阳国际机场";"大兴国际机场";"厦门航空";"2025-12-01 20:20:00";"2025-12-01 22:20:00";"on Time"
11187;"CZ9033";"昆明";"西安";"2025-12-01 22:30:00";"2025-12-02 00:35:00";700.0;"长水国际机场";"咸阳国际机场";"南方航空";"2025-12-01 20:20:00";"2025-12-01 22:20:00";"on Time"
11188;"G56219";"昆明";"西安";"2025-12-01 22:30:00";"2025-12-02 00:35:00";600.0;"长水国际机场";"咸阳国际机场";"华夏航空";"2025-12-01 20:20:00";"2025-12-01 22:20:00";"on Time"
11189;"MF5455";"昆明";"西安";"2025-12-01 22:30:00";"2025-12-02 00:35:00";950.0;"长水国际机场";"咸阳国际机场";"厦门航空";"2025-12-01 20:20:00";"2025-12-01 22:20:00";"on Time"
11190;"GJ3157";"昆明";"西安";"2025-12-01 22:30:00";"2025-12-02 00:35:00";900.0;"长水国际机场";"咸阳国际机场";"长龙航空";"2025-12-01 20:20:00";"2025-12-01 22:20:00";"on Time"
11191;"ZH2706";"厦门";"青岛";"2025-12-01 22:30:00";"2025-12-02 00:55:00";850.0;"高崎国际机场";"青岛胶东国际机场";"深圳航空";"2025-12-01 20:20:00";"2025-12-01 22:20:00";"on Time"
11192;"MF5854";"杭州";"重庆";"2025-12-01 22:30:00";"2025-12-02 00:55:00";700.0;"萧山国际机场";"江北国际机场";"厦门航空";"2025-12-01 20:20:00";"2025-12-01 22:20:00";"on Time"
11193;"EU7655";"杭州";"重庆";"2025-12-01 22:30:00";"2025-12-02 00:55:00";750.0;"萧山国际机场";"江北国际机场";"成都航空";"2025-12-01 20:20:00";"2025-12-01 22:20:00";"on Time"
11194;"3U4801";"杭州";"重庆";"2025-12-01 22:30:00";"2025-12-02 00:55:00";750.0;"萧山国际机场";"江北国际机场";"四川航空";"2025-12-01 20:20:00";"2025-12-01 22:20:00";"on Time"
11195;"CZ7131";"杭州";"重庆";"2025-12-01 22:30:00";"2025-12-02 00:55:00";900.0;"萧山国际机场";"江北国际机场";"南方航空";"2025-12-01 20:20:00";"2025-12-01 22:20:00";"on Time"
11196;"TV2455";"杭州";"重庆";"2025-12-01 22:30:00";"2025-12-02 00:55:00";600.0;"萧山国际机场";"江北国际机场";"西藏航空";"2025-12-01 20:20:00";"2025-12-01 22:20:00";"on Time"
11197;"TV3216";"厦门";"青岛";"2025-12-01 22:30:00";"2025-12-02 00:55:00";750.0;"高崎国际机场";"青岛胶东国际机场";"西藏航空";"2025-12-01 20:20:00";"2025-12-01 22:20:00";"on Time"
11198;"G56538";"厦门";"青岛";"2025-12-01 22:30:00";"2025-12-02 00:55:00";750.0;"高崎国际机场";"青岛胶东国际机场";"华夏航空";"2025-12-01 20:20:00";"2025-12-01 22:20:00";"on Time"
11199;"MU4333";"杭州";"重庆";"2025-12-01 22:30:00";"2025-12-02 00:55:00";650.0;"萧山国际机场";"江北国际机场";"东方航空";"2025-12-01 20:20:00";"2025-12-01 22:20:00";"on Time"
11200;"CA4816";"厦门";"青岛";"2025-12-01 22:30:00";"2025-12-02 00:55:00";950.0;"高崎国际机场";"青岛胶东国际机场";"中国国航";"2025-12-01 20:20:00";"2025-12-01 22:20:00";"on Time"
11201;"G58134";"杭州";"西安";"2025-12-01 22:30:00";"2025-12-02 00:55:00";700.0;"萧山国际机场";"咸阳国际机场";"华夏航空";"2025-12-01 20:20:00";"2025-12-01 22:20:00";"on Time"
11202;"SC5357";"杭州";"西安";"2025-12-01 22:30:00";"2025-12-02 00:55:00";900.0;"萧山国际机场";"咸阳国际机场";"山东航空";"2025-12-01 20:20:00";"2025-12-01 22:20:00";"on Time"
11203;"ZH1769";"杭州";"西安";"2025-12-01 22:30:00";"2025-12-02 00:55:00";750.0;"萧山国际机场";"咸阳国际机场";"深圳航空";"2025-12-01 20:20:00";"2025-12-01 22:20:00";"on Time"
11204;"MU3515";"成都";"北京";"2025-12-01 22:30:00";"2025-12-02 01:15:00";600.0;"双流国际机场";"首都国际机场";"东方航空";"2025-12-01 20:20:00";"2025-12-01 22:20:00";"on Time"
11205;"CZ9183";"成都";"北京";"2025-12-01 22:30:00";"2025-12-02 01:15:00";500.0;"双流国际机场";"首都国际机场";"南方航空";"2025-12-01 20:20:00";"2025-12-01 22:20:00";"on Time"
11206;"3U8881";"成都";"北京";"2025-12-01 22:30:00";"2025-12-02 01:15:00";950.0;"双流国际机场";"首都国际机场";"四川航空";"2025-12-01 20:20:00";"2025-12-01 22:20:00";"on Time"
11207;"MF5607";"成都";"北京";"2025-12-01 22:30:00";"2025-12-02 01:15:00";850.0;"双流国际机场";"首都国际机场";"厦门航空";"2025-12-01 20:20:00";"2025-12-01 22:20:00";"on Time"
11208;"HO5912";"成都";"北京";"2025-12-01 22:30:00";"2025-12-02 01:15:00";600.0;"双流国际机场";"首都国际机场";"吉祥航空";"2025-12-01 20:20:00";"2025-12-01 22:20:00";"on Time"
11209;"EU7371";"成都";"北京";"2025-12-01 22:30:00";"2025-12-02 01:15:00";700.0;"双流国际机场";"首都国际机场";"成都航空";"2025-12-01 20:20:00";"2025-12-01 22:20:00";"on Time"
11210;"ZH1386";"广州";"北京";"2025-12-01 22:30:00";"2025-12-02 01:25:00";650.0;"白云国际机场";"首都国际机场";"深圳航空";"2025-12-01 20:20:00";"2025-12-01 22:20:00";"on Time"
11211;"ZH1393";"北京";"深圳";"2025-12-01 22:30:00";"2025-12-02 02:10:00";700.0;"首都国际机场";"宝安国际机场";"深圳航空";"2025-12-01 20:20:00";"2025-12-01 22:20:00";"on Time"
11212;"ZH1403";"北京";"昆明";"2025-12-01 22:30:00";"2025-12-02 02:15:00";750.0;"首都国际机场";"长水国际机场";"深圳航空";"2025-12-01 20:20:00";"2025-12-01 22:20:00";"on Time"
11213;"SC5019";"北京";"昆明";"2025-12-01 22:30:00";"2025-12-02 02:15:00";900.0;"首都国际机场";"长水国际机场";"山东航空";"2025-12-01 20:20:00";"2025-12-01 22:20:00";"on Time"
11214;"ZH4353";"昆明";"北京";"2025-12-01 22:30:00";"2025-12-02 02:15:00";900.0;"长水国际机场";"首都国际机场";"深圳航空";"2025-12-01 20:20:00";"2025-12-01 22:20:00";"on Time"
11215;"SC5205";"昆明";"北京";"2025-12-01 22:30:00";"2025-12-02 02:15:00";900.0;"长水国际机场";"首都国际机场";"山东航空";"2025-12-01 20:20:00";"2025-12-01 22:20:00";"on Time"
11216;"KY4171";"昆明";"北京";"2025-12-01 22:30:00";"2025-12-02 02:15:00";500.0;"长水国际机场";"首都国际机场";"昆明航空";"2025-12-01 20:20:00";"2025-12-01 22:20:00";"on Time"
11219;"KY1403";"北京";"昆明";"2025-12-01 22:30:00";"2025-12-02 02:15:00";850.0;"首都国际机场";"长水国际机场";"昆明航空";"2025-12-01 20:20:00";"2025-12-01 22:20:00";"on Time"
11221;"3U5285";"重庆";"昆明";"2025-12-01 22:35:00";"2025-12-02 00:25:00";700.0;"江北国际机场";"长水国际机场";"四川航空";"2025-12-01 20:25:00";"2025-12-01 22:25:00";"on Time"
11222;"G56810";"重庆";"昆明";"2025-12-01 22:35:00";"2025-12-02 00:25:00";950.0;"江北国际机场";"长水国际机场";"华夏航空";"2025-12-01 20:25:00";"2025-12-01 22:25:00";"on Time"
11223;"ZH2715";"青岛";"西安";"2025-12-01 22:35:00";"2025-12-02 00:50:00";700.0;"青岛胶东国际机场";"咸阳国际机场";"深圳航空";"2025-12-01 20:25:00";"2025-12-01 22:25:00";"on Time"
11224;"TV3265";"青岛";"西安";"2025-12-01 22:35:00";"2025-12-02 00:50:00";550.0;"青岛胶东国际机场";"咸阳国际机场";"西藏航空";"2025-12-01 20:25:00";"2025-12-01 22:25:00";"on Time"
11225;"CA4801";"青岛";"西安";"2025-12-01 22:35:00";"2025-12-02 00:50:00";600.0;"青岛胶东国际机场";"咸阳国际机场";"中国国航";"2025-12-01 20:25:00";"2025-12-01 22:25:00";"on Time"
11226;"G56545";"青岛";"西安";"2025-12-01 22:35:00";"2025-12-02 00:50:00";500.0;"青岛胶东国际机场";"咸阳国际机场";"华夏航空";"2025-12-01 20:25:00";"2025-12-01 22:25:00";"on Time"
11227;"CA4927";"沈阳";"武汉";"2025-12-01 22:35:00";"2025-12-02 02:05:00";800.0;"桃仙国际机场";"天河国际机场";"中国国航";"2025-12-01 20:25:00";"2025-12-01 22:25:00";"on Time"
11228;"ZH2851";"沈阳";"武汉";"2025-12-01 22:35:00";"2025-12-02 02:05:00";800.0;"桃仙国际机场";"天河国际机场";"深圳航空";"2025-12-01 20:25:00";"2025-12-01 22:25:00";"on Time"
11229;"TV3331";"沈阳";"武汉";"2025-12-01 22:35:00";"2025-12-02 02:05:00";900.0;"桃仙国际机场";"天河国际机场";"西藏航空";"2025-12-01 20:25:00";"2025-12-01 22:25:00";"on Time"
11230;"G56685";"沈阳";"武汉";"2025-12-01 22:35:00";"2025-12-02 02:05:00";500.0;"桃仙国际机场";"天河国际机场";"华夏航空";"2025-12-01 20:25:00";"2025-12-01 22:25:00";"on Time"
11231;"ZH2585";"厦门";"长沙";"2025-12-01 22:40:00";"2025-12-02 00:20:00";750.0;"高崎国际机场";"黄花国际机场";"深圳航空";"2025-12-01 20:30:00";"2025-12-01 22:30:00";"on Time"
11232;"CA4687";"厦门";"长沙";"2025-12-01 22:40:00";"2025-12-02 00:20:00";950.0;"高崎国际机场";"黄花国际机场";"中国国航";"2025-12-01 20:30:00";"2025-12-01 22:30:00";"on Time"
11233;"TV3091";"厦门";"长沙";"2025-12-01 22:40:00";"2025-12-02 00:20:00";600.0;"高崎国际机场";"黄花国际机场";"西藏航空";"2025-12-01 20:30:00";"2025-12-01 22:30:00";"on Time"
11234;"MU8373";"上海";"青岛";"2025-12-01 22:40:00";"2025-12-02 00:25:00";500.0;"虹桥国际机场";"青岛胶东国际机场";"东方航空";"2025-12-01 20:30:00";"2025-12-01 22:30:00";"on Time"
11235;"MF2245";"广州";"武汉";"2025-12-01 22:40:00";"2025-12-02 00:40:00";850.0;"白云国际机场";"天河国际机场";"厦门航空";"2025-12-01 20:30:00";"2025-12-01 22:30:00";"on Time"
11236;"TV6749";"广州";"南京";"2025-12-01 22:40:00";"2025-12-02 00:50:00";950.0;"白云国际机场";"禄口国际机场";"西藏航空";"2025-12-01 20:30:00";"2025-12-01 22:30:00";"on Time"
11237;"CA3699";"广州";"南京";"2025-12-01 22:40:00";"2025-12-02 00:50:00";650.0;"白云国际机场";"禄口国际机场";"中国国航";"2025-12-01 20:30:00";"2025-12-01 22:30:00";"on Time"
11239;"SC9593";"广州";"南京";"2025-12-01 22:40:00";"2025-12-02 00:50:00";850.0;"白云国际机场";"禄口国际机场";"山东航空";"2025-12-01 20:30:00";"2025-12-01 22:30:00";"on Time"
11240;"KY9563";"广州";"南京";"2025-12-01 22:40:00";"2025-12-02 00:50:00";950.0;"白云国际机场";"禄口国际机场";"昆明航空";"2025-12-01 20:30:00";"2025-12-01 22:30:00";"on Time"
11241;"HO5272";"广州";"南京";"2025-12-01 22:40:00";"2025-12-02 00:50:00";650.0;"白云国际机场";"禄口国际机场";"吉祥航空";"2025-12-01 20:30:00";"2025-12-01 22:30:00";"on Time"
11243;"GS5137";"北京";"西安";"2025-12-01 22:40:00";"2025-12-02 00:55:00";700.0;"首都国际机场";"咸阳国际机场";"海航｜天津航空";"2025-12-01 20:30:00";"2025-12-01 22:30:00";"on Time"
11244;"KY9142";"郑州";"广州";"2025-12-01 22:40:00";"2025-12-02 00:55:00";500.0;"新郑国际机场";"白云国际机场";"昆明航空";"2025-12-01 20:30:00";"2025-12-01 22:30:00";"on Time"
11245;"9H7137";"北京";"西安";"2025-12-01 22:40:00";"2025-12-02 00:55:00";900.0;"首都国际机场";"咸阳国际机场";"海航｜长安航空";"2025-12-01 20:30:00";"2025-12-01 22:30:00";"on Time"
11246;"NS8213";"厦门";"郑州";"2025-12-01 22:40:00";"2025-12-02 01:00:00";700.0;"高崎国际机场";"新郑国际机场";"河北航空";"2025-12-01 20:30:00";"2025-12-01 22:30:00";"on Time"
11247;"MU4768";"厦门";"郑州";"2025-12-01 22:40:00";"2025-12-02 01:00:00";600.0;"高崎国际机场";"新郑国际机场";"东方航空";"2025-12-01 20:30:00";"2025-12-01 22:30:00";"on Time"
11249;"G59169";"厦门";"郑州";"2025-12-01 22:40:00";"2025-12-02 01:00:00";550.0;"高崎国际机场";"新郑国际机场";"华夏航空";"2025-12-01 20:30:00";"2025-12-01 22:30:00";"on Time"
11250;"3U5104";"重庆";"南京";"2025-12-01 22:40:00";"2025-12-02 01:00:00";750.0;"江北国际机场";"禄口国际机场";"四川航空";"2025-12-01 20:30:00";"2025-12-01 22:30:00";"on Time"
11252;"CZ4154";"厦门";"郑州";"2025-12-01 22:40:00";"2025-12-02 01:00:00";550.0;"高崎国际机场";"新郑国际机场";"南方航空";"2025-12-01 20:30:00";"2025-12-01 22:30:00";"on Time"
11253;"3U2355";"厦门";"郑州";"2025-12-01 22:40:00";"2025-12-02 01:00:00";500.0;"高崎国际机场";"新郑国际机场";"四川航空";"2025-12-01 20:30:00";"2025-12-01 22:30:00";"on Time"
11257;"Y87614";"上海";"北京";"2025-12-01 22:40:00";"2025-12-02 01:05:00";600.0;"浦东国际机场";"首都国际机场";"海航｜金鹏航空";"2025-12-01 20:30:00";"2025-12-01 22:30:00";"on Time"
11259;"3U4717";"杭州";"西安";"2025-12-01 22:40:00";"2025-12-02 01:25:00";950.0;"萧山国际机场";"咸阳国际机场";"四川航空";"2025-12-01 20:30:00";"2025-12-01 22:30:00";"on Time"
11260;"TV2357";"杭州";"西安";"2025-12-01 22:40:00";"2025-12-02 01:25:00";950.0;"萧山国际机场";"咸阳国际机场";"西藏航空";"2025-12-01 20:30:00";"2025-12-01 22:30:00";"on Time"
11261;"MU3599";"杭州";"西安";"2025-12-01 22:40:00";"2025-12-02 01:25:00";950.0;"萧山国际机场";"咸阳国际机场";"东方航空";"2025-12-01 20:30:00";"2025-12-01 22:30:00";"on Time"
11262;"MF5756";"杭州";"西安";"2025-12-01 22:40:00";"2025-12-02 01:25:00";700.0;"萧山国际机场";"咸阳国际机场";"厦门航空";"2025-12-01 20:30:00";"2025-12-01 22:30:00";"on Time"
11263;"HU2153";"杭州";"西安";"2025-12-01 22:40:00";"2025-12-02 01:25:00";650.0;"萧山国际机场";"咸阳国际机场";"海航｜海南航空";"2025-12-01 20:30:00";"2025-12-01 22:30:00";"on Time"
11264;"G56351";"杭州";"西安";"2025-12-01 22:40:00";"2025-12-02 01:25:00";850.0;"萧山国际机场";"咸阳国际机场";"华夏航空";"2025-12-01 20:30:00";"2025-12-01 22:30:00";"on Time"
11265;"EU7557";"杭州";"西安";"2025-12-01 22:40:00";"2025-12-02 01:25:00";700.0;"萧山国际机场";"咸阳国际机场";"成都航空";"2025-12-01 20:30:00";"2025-12-01 22:30:00";"on Time"
11266;"CZ7041";"杭州";"西安";"2025-12-01 22:40:00";"2025-12-02 01:25:00";700.0;"萧山国际机场";"咸阳国际机场";"南方航空";"2025-12-01 20:30:00";"2025-12-01 22:30:00";"on Time"
11268;"MF5601";"成都";"天津";"2025-12-01 22:40:00";"2025-12-02 01:30:00";600.0;"双流国际机场";"滨海国际机场";"厦门航空";"2025-12-01 20:30:00";"2025-12-01 22:30:00";"on Time"
11269;"HO5882";"成都";"天津";"2025-12-01 22:40:00";"2025-12-02 01:30:00";650.0;"双流国际机场";"滨海国际机场";"吉祥航空";"2025-12-01 20:30:00";"2025-12-01 22:30:00";"on Time"
11270;"MU3509";"成都";"天津";"2025-12-01 22:40:00";"2025-12-02 01:30:00";650.0;"双流国际机场";"滨海国际机场";"东方航空";"2025-12-01 20:30:00";"2025-12-01 22:30:00";"on Time"
11272;"TV3121";"沈阳";"郑州";"2025-12-01 22:40:00";"2025-12-02 01:30:00";550.0;"桃仙国际机场";"新郑国际机场";"西藏航空";"2025-12-01 20:30:00";"2025-12-01 22:30:00";"on Time"
11273;"CA4723";"沈阳";"郑州";"2025-12-01 22:40:00";"2025-12-02 01:30:00";900.0;"桃仙国际机场";"新郑国际机场";"中国国航";"2025-12-01 20:30:00";"2025-12-01 22:30:00";"on Time"
11274;"ZH2625";"沈阳";"郑州";"2025-12-01 22:40:00";"2025-12-02 01:30:00";950.0;"桃仙国际机场";"新郑国际机场";"深圳航空";"2025-12-01 20:30:00";"2025-12-01 22:30:00";"on Time"
11275;"CZ9177";"成都";"天津";"2025-12-01 22:40:00";"2025-12-02 01:30:00";800.0;"双流国际机场";"滨海国际机场";"南方航空";"2025-12-01 20:30:00";"2025-12-01 22:30:00";"on Time"
11277;"EU7365";"成都";"天津";"2025-12-01 22:40:00";"2025-12-02 01:30:00";700.0;"双流国际机场";"滨海国际机场";"成都航空";"2025-12-01 20:30:00";"2025-12-01 22:30:00";"on Time"
11281;"MF2435";"重庆";"天津";"2025-12-01 22:40:00";"2025-12-02 02:25:00";700.0;"江北国际机场";"滨海国际机场";"厦门航空";"2025-12-01 20:30:00";"2025-12-01 22:30:00";"on Time"
11282;"HU1003";"重庆";"天津";"2025-12-01 22:40:00";"2025-12-02 02:25:00";700.0;"江北国际机场";"滨海国际机场";"海航｜海南航空";"2025-12-01 20:30:00";"2025-12-01 22:30:00";"on Time"
11283;"GJ5583";"重庆";"天津";"2025-12-01 22:40:00";"2025-12-02 02:25:00";600.0;"江北国际机场";"滨海国际机场";"长龙航空";"2025-12-01 20:30:00";"2025-12-01 22:30:00";"on Time"
11284;"CA9027";"重庆";"天津";"2025-12-01 22:40:00";"2025-12-02 02:25:00";900.0;"江北国际机场";"滨海国际机场";"中国国航";"2025-12-01 20:30:00";"2025-12-01 22:30:00";"on Time"
11285;"3U4037";"重庆";"天津";"2025-12-01 22:40:00";"2025-12-02 02:25:00";850.0;"江北国际机场";"滨海国际机场";"四川航空";"2025-12-01 20:30:00";"2025-12-01 22:30:00";"on Time"
11286;"ZH2421";"重庆";"天津";"2025-12-01 22:40:00";"2025-12-02 02:25:00";750.0;"江北国际机场";"滨海国际机场";"深圳航空";"2025-12-01 20:30:00";"2025-12-01 22:30:00";"on Time"
11287;"SC3623";"重庆";"天津";"2025-12-01 22:40:00";"2025-12-02 02:25:00";850.0;"江北国际机场";"滨海国际机场";"山东航空";"2025-12-01 20:30:00";"2025-12-01 22:30:00";"on Time"
11288;"Y87581";"深圳";"郑州";"2025-12-01 22:40:00";"2025-12-02 03:00:00";410.0;"宝安国际机场";"新郑国际机场";"海航｜金鹏航空";"2025-12-01 20:30:00";"2025-12-01 22:30:00";"on Time"
11289;"CZ9469";"青岛";"沈阳";"2025-12-01 22:45:00";"2025-12-02 00:30:00";390.0;"青岛胶东国际机场";"桃仙国际机场";"南方航空";"2025-12-01 20:35:00";"2025-12-01 22:35:00";"on Time"
11290;"3U1274";"深圳";"上海";"2025-12-01 22:45:00";"2025-12-02 00:50:00";500.0;"宝安国际机场";"虹桥国际机场";"四川航空";"2025-12-01 20:35:00";"2025-12-01 22:35:00";"on Time"
11291;"MF4383";"深圳";"上海";"2025-12-01 22:45:00";"2025-12-02 00:50:00";700.0;"宝安国际机场";"虹桥国际机场";"厦门航空";"2025-12-01 20:35:00";"2025-12-01 22:35:00";"on Time"
11293;"HO7430";"深圳";"上海";"2025-12-01 22:45:00";"2025-12-02 00:50:00";700.0;"宝安国际机场";"虹桥国际机场";"吉祥航空";"2025-12-01 20:35:00";"2025-12-01 22:35:00";"on Time"
11296;"HO7158";"杭州";"深圳";"2025-12-01 22:45:00";"2025-12-02 01:15:00";850.0;"萧山国际机场";"宝安国际机场";"吉祥航空";"2025-12-01 20:35:00";"2025-12-01 22:35:00";"on Time"
11297;"GJ3901";"杭州";"深圳";"2025-12-01 22:45:00";"2025-12-02 01:15:00";850.0;"萧山国际机场";"宝安国际机场";"长龙航空";"2025-12-01 20:35:00";"2025-12-01 22:35:00";"on Time"
11298;"G59117";"杭州";"深圳";"2025-12-01 22:45:00";"2025-12-02 01:15:00";500.0;"萧山国际机场";"宝安国际机场";"华夏航空";"2025-12-01 20:35:00";"2025-12-01 22:35:00";"on Time"
